CODIGO_ESTABLECIMIENTO,NOM_ESTAB,Dirección,Nom_depa,Nom_muni,SECTOR,AREA,PLAN,JORNADA,Evaluados_Nacional_2013,SEXO_Mujer_Cantidad_Nacional_2013,SEXO_Hombre_Cantidad_Nacional_2013,SEXO_Mujer_Porcentaje_Nacional_2013,SEXO_Hombre_Porcentaje_Nacional_2013,PLAN_DIARIO_Cantidad_Nacional_2013,PLAN_SABATINO_Cantidad_Nacional_2013,PLAN_DOMINICAL_Cantidad_Nacional_2013,PLAN_FIN_SEMANA_Cantidad_Nacional_2013,PLAN_A_DISTANCIA_Cantidad_Nacional_2013,LOGRO_LECTURA_Porcentaje_Nacional_2013,NO_LOGRO_LECTURA_Porcentaje_Nacional_2013,DESEMPEÑO_LEC_EXCELENTE_Porcentaje_Nacional_2013,DESEMPEÑO_LEC_SATISFAC_Porcentaje_Nacional_2013,DESEMPEÑO_LEC_D_MEJORAR_Porcentaje_Nacional_2013,DESEMPEÑO_LEC_INSATIS_Porcentaje_Nacional_2013,LOGRO_NACIONAL_MATE_PORCENTAJE_2013,NO_LOGRO_MATE_NAC_2013,DESEMPEÑO_MATE_EXCELENTE_Porcentaje_Nacional_2013,DESEMPEÑO_MATE_SATISFAC_Porcentaje_Nacional_2013,DESEMPEÑO_MATE_D_MEJORAR_Porcentaje_Nacional_2013,DESEMPEÑO_MATE_INSATIS_Porcentaje_Nacional_2013,Cantidad_Evaluados_Establecimiento_2013,LOGRO_LECTURA_ESTABLECIMIENTO_BAS2013,NO_LOGRO_LECTURA_ESTABLECIMIENTO_BAS2013,DESEMPEÑO_EXCELENTE_LECTURA_PORCENTAJE_BAS2013,DESEMPEÑO_SATISFACTORIO_LECTURA_PORCENTAJE_BAS2013,DESEMPEÑO_DEBE_MEJORAR_LECTURA_PORCENTAJE_BAS2013,DESEMPEÑO_INSATISFACTORIO_LECTURA_PORCENTAJE_BAS2013,NUM_ALUM_10_EVAL_LEC_2013,LOGRO_NACIONAL_LECT_PORCENTAJE_2013,LOGRO_LECTURA_DEPARTAMENTAL_PORCENTAJE_2013,LOGRO_LECTURA_MUNICIPAL_PORCENTAJE_2013,NO_LOGRO_LECTURA_Porcentaje_Nacional_2013,NO_LOGRO_LECTURA_Departamental_2013,NO_LOGRO_LECTURA_Municipal_2013,LIBROS_LEE_PARA_INFORME_2_o_MENOS_2013,LIBROS_LEE_PARA_INFORME_3_a_6a_2013,LIBROS_LEE_PARA_INFORME_más_de_6a_2013,LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_BAS2013,NO_LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_BAS2013,DESEMPEÑO_EXCELENTE_MATE_PORCENTAJE_BAS2013,DESEMPEÑO_SATISFACTORIO_MATE_PORCENTAJE_BAS2013,DESEMPEÑO_DEBE_MEJORAR_MATE_PORCENTAJE_BAS2013,DESEMPEÑO_INSATISFACTORIO_MATE_PORCENTAJE_BAS2013,NUM_ALUM_10_EVAL_MATE,LOGRO_NACIONAL_MATE_PORCENTAJE_2013,LOGRO_MATEMÁTICAS_DEPARTAMENTAL_PORCENTAJE_2013,LOGRO_MATEMÁTICAS_MUNICIPAL_PORCENTAJE_2013,NO_LOGRO_MATEMÁTICAS_Porcentaje_Nacional_2013,NO_LOGRO_MATEMÁTICAS_Departamental_2013,NO_LOGRO_MATEMÁTICAS_Municipal_2013,LOGRO_LECTURA_ESTABLECIMIENTO_2009,LOGRO_LECTURA_ESTABLECIMIENTO_2006,LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_2009,LOGRO_MATEMÁTICAS_ESTABLECIMIENTO_2006,MODELOS_DE_CALIDAD_SECTOR_OFICIAL
11-01-0116-45,INEB DE TELESECUNDARIA,"CAMPO LIBRE ZONA 2, PARCELAMIENTO CABALLO BLANCO",Retalhuleu,RETALHULEU,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,17.00,5.88,94.12,0.00,5.88,35.29,58.82,1.00,14.58,8.12,12.90,85.42,91.88,87.10,88.24,11.76,0.00,5.88,94.12,0.00,5.88,23.53,70.59,1.00,18.35,16.39,17.90,81.65,83.61,82.10,N/D,N/D,N/D,N/D,TELESECUNDARIA
11-01-0117-45,INEB DE TELESECUNDARIA,"CANTÓN SAN LUIS, CAMINO LA VERDE",Retalhuleu,RETALHULEU,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,20.00,10.00,90.00,5.00,5.00,25.00,65.00,1.00,14.58,8.12,12.90,85.42,91.88,87.10,55.00,35.00,10.00,10.00,90.00,0.00,10.00,45.00,45.00,1.00,18.35,16.39,17.90,81.65,83.61,82.10,N/D,N/D,N/D,N/D,TELESECUNDARIA
11-01-0118-45,INEB DE TELESECUNDARIA,COLONIA VICTORIAS EL SALTO,Retalhuleu,RETALHULEU,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,4.00,0.00,100.00,0.00,0.00,25.00,75.00,0.00,14.58,8.12,12.90,85.42,91.88,87.10,75.00,0.00,25.00,0.00,100.00,0.00,0.00,25.00,75.00,0.00,18.35,16.39,17.90,81.65,83.61,82.10,N/D,N/D,N/D,N/D,TELESECUNDARIA
11-01-0119-45,INEB DE TELESECUNDARIA,CANTON COPEPE,Retalhuleu,RETALHULEU,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,11.00,0.00,100.00,0.00,0.00,27.27,72.73,0.00,14.58,8.12,12.90,85.42,91.88,87.10,90.00,10.00,0.00,18.18,81.82,0.00,18.18,18.18,63.64,2.00,18.35,16.39,17.90,81.65,83.61,82.10,N/D,N/D,N/D,N/D,TELESECUNDARIA
11-01-0122-45,COLEGIO EVANGELICO MIXTO SINAI II,2A. CALLE 5-16 ZONA 4,Retalhuleu,RETALHULEU,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,13.00,30.77,69.23,15.38,15.38,46.15,23.08,3.00,14.58,8.12,12.90,85.42,91.88,87.10,69.23,30.77,0.00,23.08,76.92,0.00,23.08,53.85,23.08,2.00,18.35,16.39,17.90,81.65,83.61,82.10,N/D,N/D,N/D,N/D,
11-01-0128-45,INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS DE RETALHULEU,5A. AVENIDA 6-49 ZONA 1,Retalhuleu,RETALHULEU,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,5.00,0.00,100.00,0.00,0.00,20.00,80.00,0.00,14.58,8.12,12.90,85.42,91.88,87.10,60.00,40.00,0.00,0.00,100.00,0.00,0.00,20.00,80.00,0.00,18.35,16.39,17.90,81.65,83.61,82.10,N/D,N/D,N/D,N/D,
11-01-0134-45,INSTITUTO PRIVADO MIXTO POETA EDUARDO ORELLANA MATTA,"LOTIFICACION PERU, ZONA 4",Retalhuleu,RETALHULEU,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,13.00,0.00,100.00,0.00,0.00,23.08,76.92,0.00,14.58,8.12,12.90,85.42,91.88,87.10,61.54,30.77,7.69,0.00,100.00,0.00,0.00,15.38,84.62,0.00,18.35,16.39,17.90,81.65,83.61,82.10,N/D,N/D,N/D,N/D,
11-01-0135-45,INSTITUTO PRIVADO MIXTO POETA EDUARDO ORELLANA MATTA,"LOTIFICACION PERU, ZONA 4",Retalhuleu,RETALHULEU,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,15.00,13.33,86.67,0.00,13.33,33.33,53.33,1.00,14.58,8.12,12.90,85.42,91.88,87.10,73.33,20.00,6.67,20.00,80.00,0.00,20.00,40.00,40.00,2.00,18.35,16.39,17.90,81.65,83.61,82.10,N/D,N/D,N/D,N/D,
11-01-0141-45,INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS DE RETALHULEU,5A. AVENIDA 6-49 ZONA 1,Retalhuleu,RETALHULEU,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,2.00,0.00,100.00,0.00,0.00,50.00,50.00,0.00,14.58,8.12,12.90,85.42,91.88,87.10,100.00,0.00,0.00,0.00,100.00,0.00,0.00,50.00,50.00,0.00,18.35,16.39,17.90,81.65,83.61,82.10,N/D,N/D,N/D,N/D,
11-01-0146-45,INEB,CANTON CONCEPCION OCOSITO,Retalhuleu,RETALHULEU,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,13.00,15.38,84.62,0.00,15.38,15.38,69.23,2.00,14.58,8.12,12.90,85.42,91.88,87.10,76.92,23.08,0.00,15.38,84.62,0.00,15.38,46.15,38.46,2.00,18.35,16.39,17.90,81.65,83.61,82.10,N/D,N/D,N/D,N/D,REGULAR
11-01-0147-45,INEB,PARCELAMIENTO SANTA FE,Retalhuleu,RETALHULEU,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,25.00,0.00,100.00,0.00,0.00,28.00,72.00,0.00,14.58,8.12,12.90,85.42,91.88,87.10,60.00,36.00,4.00,4.00,96.00,0.00,4.00,44.00,52.00,0.00,18.35,16.39,17.90,81.65,83.61,82.10,N/D,N/D,N/D,N/D,REGULAR
11-01-0154-45,INEB,"BARRIO MONTERREY, ZONA 4",Retalhuleu,RETALHULEU,OFICIAL,URBANA,DIARIO(REGULAR),NOCTURNA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,20.00,20.00,80.00,5.00,15.00,40.00,40.00,2.00,14.58,8.12,12.90,85.42,91.88,87.10,75.00,25.00,0.00,5.00,95.00,0.00,5.00,40.00,55.00,1.00,18.35,16.39,17.90,81.65,83.61,82.10,N/D,N/D,N/D,N/D,REGULAR
11-01-0166-45,COLEGIO PARTICULAR MIXTO PAULO COELHO,"1A. AVENIDA A 7-45, ZONA 1",Retalhuleu,RETALHULEU,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,21.00,9.52,90.48,4.76,4.76,42.86,47.62,1.00,14.58,8.12,12.90,85.42,91.88,87.10,42.86,38.10,19.05,14.29,85.71,0.00,14.29,33.33,52.38,1.00,18.35,16.39,17.90,81.65,83.61,82.10,N/D,N/D,N/D,N/D,
11-01-0169-45,INEB,ALDEA EL CHICO,Retalhuleu,RETALHULEU,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,14.00,0.00,100.00,0.00,0.00,28.57,71.43,0.00,14.58,8.12,12.90,85.42,91.88,87.10,85.71,14.29,0.00,7.14,92.86,0.00,7.14,35.71,57.14,1.00,18.35,16.39,17.90,81.65,83.61,82.10,N/D,N/D,N/D,N/D,REGULAR
11-01-0172-45,COLEGIO MIXTO CENTROAMERICANO,"5A. CALLE 5-05, ZONA 6, ENTRADA A LA COLONIA EL PEDREGAL I",Retalhuleu,RETALHULEU,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,8.00,0.00,100.00,0.00,0.00,25.00,75.00,0.00,14.58,8.12,12.90,85.42,91.88,87.10,87.50,12.50,0.00,0.00,100.00,0.00,0.00,50.00,50.00,0.00,18.35,16.39,17.90,81.65,83.61,82.10,N/D,N/D,N/D,N/D,
11-01-0173-45,COLEGIO MIXTO CENTROAMERICANO,"5A. CALLE 5-05, ZONA 6, ENTRADA A LA COLONIA EL PEDREGAL I",Retalhuleu,RETALHULEU,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,9.00,0.00,100.00,0.00,0.00,22.22,77.78,0.00,14.58,8.12,12.90,85.42,91.88,87.10,77.78,22.22,0.00,11.11,88.89,0.00,11.11,33.33,55.56,1.00,18.35,16.39,17.90,81.65,83.61,82.10,N/D,N/D,N/D,N/D,
11-01-0189-45,COLEGIO CRISTIANO INTEGRAL ISRAEL,"1A. CALLE 8-90, CANTON TABLEROS, ZONA 5",Retalhuleu,RETALHULEU,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,8.00,12.50,87.50,12.50,0.00,37.50,50.00,1.00,14.58,8.12,12.90,85.42,91.88,87.10,100.00,0.00,0.00,12.50,87.50,0.00,12.50,62.50,25.00,1.00,18.35,16.39,17.90,81.65,83.61,82.10,N/D,N/D,N/D,N/D,
11-01-0192-45,COLEGIO PARTICULAR MIXTO PAULO COELHO,7A. CALLE 4-84 ZONA 1,Retalhuleu,RETALHULEU,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,3.00,66.67,33.33,33.33,33.33,33.33,0.00,7.00,14.58,8.12,12.90,85.42,91.88,87.10,66.67,33.33,0.00,0.00,100.00,0.00,0.00,66.67,33.33,0.00,18.35,16.39,17.90,81.65,83.61,82.10,N/D,N/D,N/D,N/D,
11-01-0196-45,COLEGIO MIXTO LICEO RETALTECO,3A. AVENIDA 6-49 ZONA 1,Retalhuleu,RETALHULEU,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,1.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00,14.58,8.12,12.90,85.42,91.88,87.10,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,18.35,16.39,17.90,81.65,83.61,82.10,N/D,N/D,N/D,N/D,
11-01-0198-45,COLEGIO MIXTO LICEO RETALTECO,3A. AVENIDA 6-49 ZONA 1,Retalhuleu,RETALHULEU,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,5.00,0.00,100.00,0.00,0.00,60.00,40.00,0.00,14.58,8.12,12.90,85.42,91.88,87.10,100.00,0.00,0.00,0.00,100.00,0.00,0.00,20.00,80.00,0.00,18.35,16.39,17.90,81.65,83.61,82.10,N/D,N/D,N/D,N/D,
11-01-0204-45,COLEGIO CENTRO EDUCATIVO RETALTECO DE FORMACION INTEGRAL CERFI,8A. CALLE A 7-44 Y 9A. AV. ESQUINA ZONA 1,Retalhuleu,RETALHULEU,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,8.00,12.50,87.50,0.00,12.50,0.00,87.50,1.00,14.58,8.12,12.90,85.42,91.88,87.10,100.00,0.00,0.00,37.50,62.50,0.00,37.50,37.50,25.00,4.00,18.35,16.39,17.90,81.65,83.61,82.10,N/D,N/D,N/D,N/D,
11-01-0205-45,COLEGIO MIXTO LUIS CARDONA Y ARAGON,"4A. AVENIDA 8-03, ZONA 1",Retalhuleu,RETALHULEU,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,5.00,20.00,80.00,0.00,20.00,60.00,20.00,2.00,14.58,8.12,12.90,85.42,91.88,87.10,60.00,40.00,0.00,60.00,40.00,0.00,60.00,40.00,0.00,6.00,18.35,16.39,17.90,81.65,83.61,82.10,N/D,N/D,N/D,N/D,
11-01-0207-45,COLEGIO MIXTO LUIS CARDONA Y ARAGON,"4A. AVENIDA 8-03, ZONA 1",Retalhuleu,RETALHULEU,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,1.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,14.58,8.12,12.90,85.42,91.88,87.10,0.00,100.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,18.35,16.39,17.90,81.65,83.61,82.10,N/D,N/D,N/D,N/D,
11-01-0213-45,COLEGIO TECNOLOGICO BLAISE PASCAL,2A CALLE 5-80 ZONA 1,Retalhuleu,RETALHULEU,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,6.00,16.67,83.33,16.67,0.00,50.00,33.33,2.00,14.58,8.12,12.90,85.42,91.88,87.10,83.33,16.67,0.00,16.67,83.33,0.00,16.67,50.00,33.33,2.00,18.35,16.39,17.90,81.65,83.61,82.10,N/D,N/D,N/D,N/D,
11-01-0214-45,COLEGIO MIXTO ISIDRO TARACENA,"4A. AVENIDA 4-58, ZONA 1",Retalhuleu,RETALHULEU,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,5.00,20.00,80.00,20.00,0.00,40.00,40.00,2.00,14.58,8.12,12.90,85.42,91.88,87.10,60.00,20.00,20.00,40.00,60.00,0.00,40.00,20.00,40.00,4.00,18.35,16.39,17.90,81.65,83.61,82.10,N/D,N/D,N/D,N/D,
11-01-0286-45,IPMB (IPEM),3A CALLE 6-49 ZONA 4,Retalhuleu,RETALHULEU,PRIVADO,URBANA,FIN DE SEMANA,DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,9.00,11.11,88.89,11.11,0.00,0.00,88.89,1.00,14.58,8.12,12.90,85.42,91.88,87.10,66.67,33.33,0.00,0.00,100.00,0.00,0.00,11.11,88.89,0.00,18.35,16.39,17.90,81.65,83.61,82.10,21.21,16.67,18.18,16.22,
11-01-0345-45,INSTITUTO OFICIAL PARA VARONES DE EDUCACION BASICA 'ADOLFO V. HALL',COLONIA CONCEPCION ZONA 3,Retalhuleu,RETALHULEU,OFICIAL,URBANA,DIARIO(REGULAR),DOBLE,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,21.00,20.00,80.00,5.00,15.00,45.00,35.00,2.00,14.58,8.12,12.90,85.42,91.88,87.10,80.95,14.29,4.76,42.86,57.14,4.76,38.10,33.33,23.81,4.00,18.35,16.39,17.90,81.65,83.61,82.10,22.73,57.14,36.36,60.71,REGULAR
11-01-0346-45,COLEGIO MIXTO 'CENTROAMERICANO',2A CALLE 5-82 ZONA 1,Retalhuleu,RETALHULEU,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,32.00,15.63,84.38,3.13,12.50,40.63,43.75,2.00,14.58,8.12,12.90,85.42,91.88,87.10,43.75,43.75,12.50,21.88,78.13,0.00,21.88,31.25,46.88,2.00,18.35,16.39,17.90,81.65,83.61,82.10,19.51,41.67,24.39,21.74,
11-01-0407-45,CPUM 'EL BOSQUE',CANTON DOLORES ZONA 6,Retalhuleu,RETALHULEU,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,10.00,30.00,70.00,20.00,10.00,60.00,10.00,3.00,14.58,8.12,12.90,85.42,91.88,87.10,50.00,30.00,20.00,70.00,30.00,30.00,40.00,30.00,0.00,7.00,18.35,16.39,17.90,81.65,83.61,82.10,80.00,83.33,80.00,83.33,
11-01-1120-45,CPUM BILINGUE 'PARAISO',LOTIFICACION EL PRADO 4A CALLE 2-12 ZONA 2,Retalhuleu,RETALHULEU,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,45.00,20.00,80.00,8.89,11.11,42.22,37.78,2.00,14.58,8.12,12.90,85.42,91.88,87.10,60.00,35.56,4.44,22.22,77.78,0.00,22.22,33.33,44.44,2.00,18.35,16.39,17.90,81.65,83.61,82.10,32.43,44.00,35.14,30.00,
11-01-1123-45,IEBC DE ENSEÑANZA,PARCELAMIENTO SANTA FE,Retalhuleu,RETALHULEU,COOPERATIVA,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,15.00,0.00,100.00,0.00,0.00,13.33,86.67,0.00,14.58,8.12,12.90,85.42,91.88,87.10,86.67,6.67,6.67,0.00,100.00,0.00,0.00,13.33,86.67,0.00,18.35,16.39,17.90,81.65,83.61,82.10,0.00,10.00,22.22,15.00,
11-01-1124-45,IEBC DE ENSEÑANZA 'EL PEDREGAL I',"COLONIA VILLAS DEL PEDREGAL I, ZONA 6",Retalhuleu,RETALHULEU,COOPERATIVA,URBANA,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,54.00,5.56,94.44,1.85,3.70,20.37,74.07,1.00,14.58,8.12,12.90,85.42,91.88,87.10,87.04,9.26,3.70,9.26,90.74,0.00,9.26,25.93,64.81,1.00,18.35,16.39,17.90,81.65,83.61,82.10,13.33,14.71,21.67,7.35,
11-01-1152-45,INEB DE TELESECUNDARIA,XULA,Retalhuleu,RETALHULEU,OFICIAL,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,17.00,5.88,94.12,0.00,5.88,29.41,64.71,1.00,14.58,8.12,12.90,85.42,91.88,87.10,94.12,5.88,0.00,11.76,88.24,0.00,11.76,47.06,41.18,1.00,18.35,16.39,17.90,81.65,83.61,82.10,3.57,10.00,21.43,25.00,TELESECUNDARIA
11-01-1166-45,INEB ADSCRITO INSTITUTO NORMAL MIXTO 'CARLOS DUBON',3A. CALLE 6-49 ZONA 4,Retalhuleu,RETALHULEU,OFICIAL,URBANA,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,46.00,13.04,86.96,2.17,10.87,43.48,43.48,1.00,14.58,8.12,12.90,85.42,91.88,87.10,80.00,13.33,6.67,23.91,76.09,0.00,23.91,34.78,41.30,2.00,18.35,16.39,17.90,81.65,83.61,82.10,2.70,20.69,20.27,22.99,REGULAR
11-01-1176-45,INSTITUTO DE COMPUTACION 'INFORMATICA',4A. AVENIDA 'A' ENTRE 3A. Y 4A. CALLE ZONA 1,Retalhuleu,RETALHULEU,PRIVADO,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,16.00,12.50,87.50,6.25,6.25,50.00,37.50,1.00,14.58,8.12,12.90,85.42,91.88,87.10,75.00,18.75,6.25,6.25,93.75,0.00,6.25,43.75,50.00,1.00,18.35,16.39,17.90,81.65,83.61,82.10,23.08,60.00,0.00,20.00,
11-01-1186-45,IEBC DE ENSEÑANZA,COMUNIDAD AGRARIA VALLE LIRIO,Retalhuleu,RETALHULEU,COOPERATIVA,URBANA,DIARIO(REGULAR),MATUTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,13.00,7.69,92.31,0.00,7.69,69.23,23.08,1.00,14.58,8.12,12.90,85.42,91.88,87.10,90.91,9.09,0.00,15.38,84.62,0.00,15.38,15.38,69.23,2.00,18.35,16.39,17.90,81.65,83.61,82.10,0.00,0.00,25.00,17.65,
11-01-1216-45,IEBC,MICROPARCELAMIENTO SECTOR LA MONTAÑA,Retalhuleu,RETALHULEU,COOPERATIVA,RURAL,DIARIO(REGULAR),VESPERTINA,191412,91902,99510,48.01,51.99,165470,1299,414,19028,5201,14.58,85.42,6.32,8.26,27.69,57.73,18.35,81.65,1.87,16.48,29.38,52.27,17.00,0.00,100.00,0.00,0.00,17.65,82.35,0.00,14.58,8.12,12.90,85.42,91.88,87.10,88.24,5.88,5.88,5.88,94.12,0.00,5.88,52.94,41.18,1.00,18.35,16.39,17.90,81.65,83.61,82.10,14.81,4.17,51.85,7.69,
