VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,VAR8,VAR9,VAR10,VAR11,VAR12,VAR13,VAR14,VAR15,VAR16,VAR17,VAR18,VAR19,VAR20,VAR21,VAR22,VAR23,VAR24,VAR25,VAR26,VAR27,VAR28,VAR29,VAR30,VAR31,VAR32,VAR33,VAR34,VAR35,VAR36,VAR37,VAR38,VAR39,VAR40,VAR41,VAR42,VAR43,VAR44,VAR45,VAR46,VAR47,VAR48,VAR49,VAR50,VAR51,VAR52,VAR53,VAR54,VAR55,VAR56,VAR57,VAR58,VAR59,VAR60,VAR61,VAR62,VAR63,VAR64,VAR65,VAR66,VAR67,VAR68,VAR69,VAR70,VAR71,VAR72,VAR73,VAR74,VAR75,VAR76,VAR77,VAR78,VAR79,VAR80,VAR81,VAR82,VAR83,VAR84,VAR85,VAR86,VAR87,VAR88,VAR89,VAR90,VAR91,VAR92,VAR93,VAR94,VAR95,VAR96,VAR97,VAR98,VAR99,VAR100,VAR101,VAR102,VAR103,VAR104,VAR105,VAR106,VAR107,VAR108,VAR109,VAR110,VAR111,VAR112,VAR113,VAR114,VAR115,VAR116,VAR117
13-02-0166-46,Escuela Nacional De Ciencias Comerciales,3A. Calle 6-45 Zona 5,Huehuetenango,Chiantla,Oficial,Urbana,Diario (Regular),Vespertina,31,15.79,24.00,23.08,50.00,43.24,41.94,25.81,16.13,58.06,35.48,22.58,32.32,28.60,21.86,53.90,54.52,43.89,52.25,52.60,42.92,51.67,52.69,41.24,62.30,59.43,45.97,10.53,4.00,0.00,25.00,8.11,16.13,9.68,6.45,83.87,51.61,32.26,9.01,6.90,5.31,37.24,41.75,32.23,36.16,41.31,30.79,35.49,39.89,29.76,47.42,49.82,50.50,35.48,64.52,0.00,0.00,0.00,0.00,0.00,25.81,74.19,0.00,0.00,0.00,0.00,0.00,90.32,25.81,16.67,18.42,41.94,19.35,12.90,3.23,22.58,29.03,19.35,9.68,0.00,41.94,1.03,1.64,96.77,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.06,38.71,3.23,0.00,0.00,0,1,50.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00
13-02-0194-46,Instituto Basico Experimental Con Orientacion Ocupacional Fe Y Alegria No. 38,Aldea Chuscaj,Huehuetenango,Chiantla,Privado,Rural,Diario (Regular),Vespertina,35,N/D,17.86,0.00,12.82,31.71,11.43,2.86,8.57,88.57,25.71,62.86,32.32,28.60,21.86,53.90,54.52,43.89,52.25,52.60,42.92,51.67,52.69,41.24,42.86,48.68,30.36,N/D,0.00,0.00,5.13,2.44,5.71,0.00,5.71,94.28,25.71,68.57,9.01,6.90,5.31,37.24,41.75,32.23,36.16,41.31,30.79,35.49,39.89,29.76,36.47,38.02,27.43,65.71,34.29,0.00,0.00,0.00,0.00,0.00,68.57,31.43,0.00,0.00,0.00,0.00,0.00,81.82,22.86,20.00,17.83,51.43,11.43,8.57,0.00,28.57,42.86,5.71,0.00,0.00,51.43,2.97,1.65,100.00,4.17,0.00,0.00,22.86,74.29,0.00,0.00,0.00,2.86,29.41,50.00,20.59,0.00,0.00,1,1,0.00,0.00,20.00,68.57,5.71,2.86,0.00,2.86
13-02-0195-46,Colegio Integral Humanistico Chiantleco,Canton La Lagunita Zona 3,Huehuetenango,Chiantla,Privado,Urbana,Diario (Regular),Vespertina,53,N/D,N/D,21.51,36.62,21.31,28.30,15.09,13.21,71.70,49.06,22.64,32.32,28.60,21.86,53.90,54.52,43.89,52.25,52.60,42.92,51.67,52.69,41.24,52.36,58.27,47.64,N/D,N/D,17.20,5.63,4.92,7.55,5.66,1.89,92.45,41.51,50.94,9.01,6.90,5.31,37.24,41.75,32.23,36.16,41.31,30.79,35.49,39.89,29.76,39.18,43.54,32.45,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,88.68,20.75,7.55,17.43,32.08,22.64,26.42,5.66,13.21,32.08,13.21,22.64,15.10,16.98,1.02,1.64,71.70,4.13,4.17,12.50,83.33,0.00,0.00,0.00,0.00,0.00,41.51,50.94,7.55,0.00,0.00,1,1,4.88,21.95,73.17,0.00,0.00,0.00,0.00,0.00
13-02-0196-46,Instituto Normal Mixto,"Canton Los Planes Del Cordero, Aldea La Capellania",Huehuetenango,Chiantla,Oficial,Rural,Diario (Regular),Matutina,13,N/D,N/D,6.06,7.69,0.00,0.00,0.00,0.00,100.00,15.38,84.62,32.32,28.60,21.86,53.90,54.52,43.89,52.25,52.60,42.92,51.67,52.69,41.24,34.62,41.42,37.50,N/D,N/D,0.00,0.00,0.00,0.00,0.00,0.00,100.00,15.38,84.62,9.01,6.90,5.31,37.24,41.75,32.23,36.16,41.31,30.79,35.49,39.89,29.76,26.24,30.77,23.08,0.00,92.31,0.00,0.00,7.69,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,84.62,7.69,0.00,17.92,76.92,15.38,0.00,0.00,7.69,69.23,7.69,0.00,0.00,23.08,0.92,2.22,100.00,1.69,0.00,33.33,58.33,8.33,0.00,0.00,0.00,0.00,0.00,69.23,30.77,0.00,0.00,1,1,10.00,20.00,70.00,0.00,0.00,0.00,0.00,0.00
13-02-0210-46,Colegio Juan Pablo II,5A. Av. 4-13 Zona 1,Huehuetenango,Chiantla,Privado,Urbana,Fin De Semana,Doble,44,N/D,N/D,12.50,4.55,8.57,6.82,2.27,4.55,93.18,34.09,59.09,32.32,28.60,21.86,53.90,54.52,43.89,52.25,52.60,42.92,51.67,52.69,41.24,46.88,45.02,39.77,N/D,N/D,0.00,0.00,2.86,2.27,0.00,2.27,97.72,20.45,77.27,9.01,6.90,5.31,37.24,41.75,32.23,36.16,41.31,30.79,35.49,39.89,29.76,28.74,37.76,23.33,11.36,81.82,0.00,0.00,0.00,0.00,6.82,9.09,90.91,0.00,0.00,0.00,0.00,0.00,69.77,54.76,88.64,19.00,61.36,9.09,6.82,0.00,22.73,54.55,9.09,6.82,0.00,29.55,0.22,.95,88.37,1.05,0.00,2.38,11.90,2.38,19.05,64.29,0.00,0.00,18.60,62.79,9.30,0.00,9.30,0,0,0.00,0.00,0.00,9.30,30.23,58.14,0.00,2.33
13-02-0216-46,Colegio Integral Humanistico Chiantleco,Canton La Lagunita Zona 3,Huehuetenango,Chiantla,Privado,Urbana,Fin De Semana,Doble,5,N/D,N/D,N/D,N/D,37.50,0.00,0.00,0.00,100.00,20.00,80.00,32.32,28.60,21.86,53.90,54.52,43.89,52.25,52.60,42.92,51.67,52.69,41.24,46.25,40.77,27.50,N/D,N/D,N/D,N/D,0.00,0.00,0.00,0.00,100.00,20.00,80.00,9.01,6.90,5.31,37.24,41.75,32.23,36.16,41.31,30.79,35.49,39.89,29.76,34.59,26.50,31.64,20.00,60.00,0.00,0.00,20.00,0.00,0.00,20.00,80.00,0.00,0.00,0.00,0.00,0.00,100.00,20.00,40.00,18.80,40.00,0.00,0.00,0.00,60.00,60.00,0.00,0.00,0.00,40.00,1.20,1.20,60.00,0.20,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,60.00,40.00,0.00,0.00,0.00,1,0,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
13-02-0217-46,Colegio Integral Humanistico Chiantleco,Canton La Lagunita Zona 3,Huehuetenango,Chiantla,Privado,Urbana,Fin De Semana,Doble,29,N/D,N/D,N/D,12.50,41.18,27.59,17.24,10.34,72.41,37.93,34.48,32.32,28.60,21.86,53.90,54.52,43.89,52.25,52.60,42.92,51.67,52.69,41.24,58.19,54.38,40.52,N/D,N/D,N/D,0.00,0.00,3.45,0.00,3.45,96.55,17.24,79.31,9.01,6.90,5.31,37.24,41.75,32.23,36.16,41.31,30.79,35.49,39.89,29.76,31.64,35.28,28.74,20.69,75.86,3.45,0.00,0.00,0.00,0.00,3.45,96.55,0.00,0.00,0.00,0.00,0.00,70.37,37.93,71.43,19.66,65.52,17.24,0.00,0.00,17.24,51.72,6.90,3.45,0.00,37.93,0.89,.91,86.21,1.48,3.57,10.71,25.00,50.00,10.71,0.00,0.00,0.00,27.59,51.72,13.79,3.45,3.45,1,0,0.00,7.14,32.14,50.00,10.71,0.00,0.00,0.00
13-02-0239-46,Colegio Privado Mixto Los Andes,Aldea El Potrerillo,Huehuetenango,Chiantla,Privado,Rural,Diario (Regular),Vespertina,3,N/D,N/D,N/D,N/D,0.00,0.00,0.00,0.00,100.00,33.33,66.67,32.32,28.60,21.86,53.90,54.52,43.89,52.25,52.60,42.92,51.67,52.69,41.24,47.92,44.87,20.83,N/D,N/D,N/D,N/D,0.00,0.00,0.00,0.00,100.00,33.33,66.67,9.01,6.90,5.31,37.24,41.75,32.23,36.16,41.31,30.79,35.49,39.89,29.76,33.33,48.72,13.33,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,66.67,0.00,0.00,17.33,100.00,0.00,0.00,0.00,0.00,66.67,0.00,0.00,0.00,33.33,1.33,3.00,100.00,3.33,0.00,33.33,66.67,0.00,0.00,0.00,0.00,0.00,33.33,33.33,33.33,0.00,0.00,1,1,0.00,33.33,66.67,0.00,0.00,0.00,0.00,0.00
13-02-0267-46,Colegio Juan Pablo II,"Eou Para Niñas 5A. Avenida 4-13, Zona 1",Huehuetenango,Chiantla,Privado,Urbana,Diario (Regular),Vespertina,14,N/D,N/D,N/D,N/D,0.00,35.71,7.14,28.57,64.29,57.14,7.14,32.32,28.60,21.86,53.90,54.52,43.89,52.25,52.60,42.92,51.67,52.69,41.24,58.48,60.44,49.11,N/D,N/D,N/D,N/D,12.50,0.00,0.00,0.00,100.00,21.43,78.57,9.01,6.90,5.31,37.24,41.75,32.23,36.16,41.31,30.79,35.49,39.89,29.76,33.19,32.97,21.43,21.43,78.57,0.00,0.00,0.00,0.00,0.00,21.43,78.57,0.00,0.00,0.00,0.00,0.00,92.86,23.08,35.71,17.57,57.14,14.29,0.00,7.14,21.43,71.43,0.00,0.00,0.00,28.57,0.25,.93,100.00,1.62,11.11,11.11,33.33,0.00,44.44,0.00,0.00,0.00,35.71,64.29,0.00,0.00,0.00,0,0,0.00,0.00,22.22,0.00,55.56,22.22,0.00,0.00
13-02-0286-46,Colegio Privado Mixto Rio Quisil,Aldea San Francisco Las Flores,Huehuetenango,Chiantla,Privado,Rural,Diario (Regular),Vespertina,2,N/D,N/D,N/D,N/D,N/D,50.00,50.00,0.00,50.00,50.00,0.00,32.32,28.60,21.86,53.90,54.52,43.89,52.25,52.60,42.92,51.67,52.69,41.24,62.50,63.46,43.75,N/D,N/D,N/D,N/D,N/D,0.00,0.00,0.00,100.00,0.00,100.00,9.01,6.90,5.31,37.24,41.75,32.23,36.16,41.31,30.79,35.49,39.89,29.76,20.59,30.77,13.33,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.50,50.00,0.00,0.00,0.00,50.00,50.00,0.00,50.00,0.00,0.00,0.50,.50,100.00,2.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0,1,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
13-02-0290-46,Colegio Juan Pabloii,5Ta. Avendia 4-13 Zona 1,Huehuetenango,Chiantla,Privado,Urbana,Diario (Regular),Doble,6,N/D,N/D,N/D,N/D,N/D,16.67,0.00,16.67,83.33,33.33,50.00,32.32,28.60,21.86,53.90,54.52,43.89,52.25,52.60,42.92,51.67,52.69,41.24,56.25,38.46,33.33,N/D,N/D,N/D,N/D,N/D,0.00,0.00,0.00,100.00,16.67,83.33,9.01,6.90,5.31,37.24,41.75,32.23,36.16,41.31,30.79,35.49,39.89,29.76,29.41,42.31,17.78,16.67,83.33,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,83.33,33.33,83.33,19.17,66.67,16.67,16.67,0.00,0.00,66.67,0.00,0.00,0.00,33.33,0.00,.00,100.00,0.00,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,33.33,66.67,0.00,0.00,0.00,0,0,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
13-02-0296-46,Colegio Integral Humanistico Chiantleco,Cantón La Lagunita Zona 3,Huehuetenango,Chiantla,Privado,Urbana,Diario (Regular),Matutina,12,N/D,N/D,N/D,N/D,N/D,33.33,25.00,8.33,66.67,58.33,8.33,32.32,28.60,21.86,53.90,54.52,43.89,52.25,52.60,42.92,51.67,52.69,41.24,58.33,61.86,48.96,N/D,N/D,N/D,N/D,N/D,0.00,0.00,0.00,100.00,41.67,58.33,9.01,6.90,5.31,37.24,41.75,32.23,36.16,41.31,30.79,35.49,39.89,29.76,38.73,44.23,26.11,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,8.33,0.00,16.92,8.33,16.67,25.00,41.67,8.33,0.00,16.67,25.00,41.67,16.67,1.50,1.63,91.67,1.73,0.00,14.29,85.71,0.00,0.00,0.00,0.00,0.00,16.67,50.00,8.33,25.00,0.00,1,0,0.00,16.67,75.00,8.33,0.00,0.00,0.00,0.00
13-03-0047-46,Colegio Privado Mixto Xepon,Aldea Xepon Grande,Huehuetenango,Malacatancito,Privado,Rural,Fin De Semana,Doble,5,N/D,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,40.00,60.00,32.32,28.60,25.00,53.90,54.52,43.89,52.25,52.60,42.92,50.39,51.11,39.45,33.75,46.15,37.50,N/D,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,20.00,80.00,9.01,6.90,0.00,37.24,41.75,32.23,36.16,41.31,30.79,32.07,32.93,23.57,40.00,24.44,36.15,60.00,40.00,0.00,0.00,0.00,0.00,0.00,40.00,60.00,0.00,0.00,0.00,0.00,0.00,40.00,20.00,100.00,17.80,60.00,0.00,0.00,0.00,40.00,60.00,0.00,0.00,0.00,40.00,1.75,2.00,100.00,1.20,0.00,40.00,20.00,20.00,0.00,20.00,0.00,0.00,0.00,80.00,20.00,0.00,0.00,1,1,0.00,20.00,20.00,20.00,20.00,20.00,0.00,0.00
13-03-0048-46,Colegio Mixto Intercultural Malacatancito,Cabecera Municipal,Huehuetenango,Malacatancito,Privado,Urbana,Fin De Semana,Doble,15,9.09,0.00,22.22,0.00,10.00,26.67,0.00,26.67,73.33,20.00,53.33,32.32,28.60,25.00,53.90,54.52,43.89,52.25,52.60,42.92,50.39,51.11,39.45,47.50,50.26,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,20.00,80.00,9.01,6.90,0.00,37.24,41.75,32.23,36.16,41.31,30.79,32.07,32.93,23.57,29.80,37.95,19.56,6.67,93.33,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,78.57,60.00,73.33,20.93,66.67,6.67,6.67,0.00,20.00,66.67,26.67,0.00,0.00,6.67,1.00,.87,100.00,0.23,0.00,0.00,33.33,33.33,33.33,0.00,0.00,0.00,6.67,80.00,13.33,0.00,0.00,0,1,0.00,0.00,13.33,13.33,53.33,13.33,0.00,6.67
13-03-0049-46,Colegio Mixto Intercultural Malacatancito,Cabecera Municipal,Huehuetenango,Malacatancito,Privado,Urbana,Diario (Regular),Vespertina,62,11.76,16.13,23.53,24.00,27.78,32.26,17.74,14.52,67.74,33.87,33.87,32.32,28.60,25.00,53.90,54.52,43.89,52.25,52.60,42.92,50.39,51.11,39.45,54.84,53.35,47.78,0.00,3.13,0.00,0.00,2.78,0.00,0.00,0.00,100.00,16.13,83.87,9.01,6.90,0.00,37.24,41.75,32.23,36.16,41.31,30.79,32.07,32.93,23.57,31.88,33.50,22.26,4.84,95.16,0.00,0.00,0.00,0.00,0.00,0.00,98.39,0.00,0.00,0.00,1.61,0.00,83.61,25.81,16.39,17.90,59.68,6.45,11.29,9.67,12.90,61.29,14.52,11.29,1.61,11.29,0.85,1.04,98.39,1.71,16.98,13.21,66.04,3.77,0.00,0.00,0.00,0.00,1.64,67.21,24.59,0.00,6.56,0,1,9.09,12.73,74.55,3.64,0.00,0.00,0.00,0.00
13-03-0050-46,Colegio Mixto Intercultural Malacatancito,Cabecera Municipal,Huehuetenango,Malacatancito,Privado,Urbana,Fin De Semana,Doble,22,0.00,5.88,28.57,6.67,0.00,9.09,4.55,4.55,90.91,36.36,54.55,32.32,28.60,25.00,53.90,54.52,43.89,52.25,52.60,42.92,50.39,51.11,39.45,46.59,47.55,22.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,36.36,63.64,9.01,6.90,0.00,37.24,41.75,32.23,36.16,41.31,30.79,32.07,32.93,23.57,34.73,35.66,31.62,9.09,90.91,0.00,0.00,0.00,0.00,0.00,4.55,95.45,0.00,0.00,0.00,0.00,0.00,72.73,30.00,54.55,18.32,81.82,9.09,0.00,0.00,9.09,86.36,4.55,0.00,0.00,9.09,1.20,1.58,100.00,1.18,9.52,14.29,4.76,4.76,66.67,0.00,0.00,0.00,0.00,77.27,22.73,0.00,0.00,0,1,5.88,0.00,0.00,5.88,82.35,5.88,0.00,0.00
13-03-0060-46,Colegio Parroquial Mixto Santa Ana,"Calzada Félix Calderón Avila 0-15, Zona 6 Barrio La Comunidad",Huehuetenango,Malacatancito,Privado,Urbana,Diario (Regular),Matutina,24,N/D,N/D,N/D,N/D,36.84,25.00,4.17,20.83,75.00,16.67,58.33,32.32,28.60,25.00,53.90,54.52,43.89,52.25,52.60,42.92,50.39,51.11,39.45,47.66,50.16,36.98,N/D,N/D,N/D,N/D,5.26,0.00,0.00,0.00,100.00,12.50,87.50,9.01,6.90,0.00,37.24,41.75,32.23,36.16,41.31,30.79,32.07,32.93,23.57,29.90,27.56,19.44,54.17,45.83,0.00,0.00,0.00,0.00,0.00,45.83,54.17,0.00,0.00,0.00,0.00,0.00,81.82,20.83,18.18,17.29,70.83,0.00,4.17,4.17,20.83,58.33,0.00,12.50,8.33,20.83,1.64,1.24,70.83,0.79,26.67,20.00,53.33,0.00,0.00,0.00,0.00,0.00,21.74,47.83,26.09,0.00,4.35,1,1,0.00,0.00,75.00,20.83,0.00,4.17,0.00,0.00
13-04-0070-46,Instituto Nacional De Educación Diversificada,Aldea Yerba Buena Alta,Huehuetenango,Cuilco,Oficial,Rural,Diario (Regular),Vespertina,7,N/D,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,28.57,71.43,32.32,28.60,36.61,53.90,54.52,43.89,52.25,52.60,42.92,52.79,54.98,45.87,43.75,39.01,39.29,N/D,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,14.29,85.71,9.01,6.90,17.53,37.24,41.75,32.23,36.16,41.31,30.79,39.97,43.89,35.71,29.41,31.87,25.71,85.71,14.29,0.00,0.00,0.00,0.00,0.00,28.57,71.43,0.00,0.00,0.00,0.00,0.00,66.67,14.29,42.86,17.57,71.43,0.00,0.00,0.00,28.57,57.14,0.00,0.00,0.00,42.86,2.29,.75,100.00,3.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,83.33,0.00,16.67,0.00,0,1,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
13-04-0091-46,Instituto De Nivel Diversificado Por Cooperativa,"Caserío El Carrizal, Aldea El Triunfo",Huehuetenango,Cuilco,Cooperativa,Rural,Diario (Regular),Vespertina,15,N/D,N/D,N/D,N/D,0.00,0.00,0.00,0.00,100.00,26.67,73.33,32.32,28.60,36.61,53.90,54.52,43.89,52.25,52.60,42.92,52.79,54.98,45.87,37.50,41.03,29.17,N/D,N/D,N/D,N/D,0.00,0.00,0.00,0.00,100.00,6.67,93.33,9.01,6.90,17.53,37.24,41.75,32.23,36.16,41.31,30.79,39.97,43.89,35.71,32.16,24.62,20.44,6.67,93.33,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,21.43,20.00,40.00,19.93,86.67,6.67,0.00,0.00,6.67,60.00,0.00,0.00,0.00,40.00,1.20,1.89,100.00,1.67,21.43,50.00,21.43,7.14,0.00,0.00,0.00,0.00,26.67,46.67,20.00,0.00,6.67,0,1,15.38,46.15,30.77,7.69,0.00,0.00,0.00,0.00
13-04-6414-46,Instituto Normal Mixto Privado San Andres,Cabecera Municipal,Huehuetenango,Cuilco,Privado,Urbana,Diario (Regular),Vespertina,36,18.52,9.84,25.00,21.65,20.00,52.78,33.33,19.44,47.22,25.00,22.22,32.32,28.60,36.61,53.90,54.52,43.89,52.25,52.60,42.92,52.79,54.98,45.87,57.81,61.00,54.86,7.41,47.54,21.43,23.71,45.00,13.89,2.78,11.11,86.11,58.33,27.78,9.01,6.90,17.53,37.24,41.75,32.23,36.16,41.31,30.79,39.97,43.89,35.71,41.34,49.57,38.70,22.22,77.78,0.00,0.00,0.00,0.00,0.00,22.22,77.78,0.00,0.00,0.00,0.00,0.00,65.71,19.44,13.89,18.56,61.11,8.33,11.11,2.78,16.67,69.44,2.78,2.78,2.78,22.22,1.93,1.64,97.14,3.92,0.00,2.94,14.71,82.35,0.00,0.00,0.00,0.00,5.56,83.33,2.78,2.78,5.56,0,1,0.00,5.56,8.33,86.11,0.00,0.00,0.00,0.00
13-04-6751-46,Colegio Privado Mixto Perla Escondida,Cabecera Municipal,Huehuetenango,Cuilco,Privado,Urbana,Diario (Regular),Vespertina,27,34.78,41.86,40.00,34.88,0.00,66.67,33.33,33.33,33.33,18.52,14.81,32.32,28.60,36.61,53.90,54.52,43.89,52.25,52.60,42.92,52.79,54.98,45.87,64.81,63.68,53.24,10.87,23.26,0.00,9.30,0.00,3.70,3.70,0.00,96.30,37.04,59.26,9.01,6.90,17.53,37.24,41.75,32.23,36.16,41.31,30.79,39.97,43.89,35.71,37.91,45.01,30.62,3.70,96.30,0.00,0.00,0.00,0.00,0.00,3.70,96.30,0.00,0.00,0.00,0.00,0.00,66.67,12.00,7.41,17.52,48.15,7.41,14.81,11.11,18.52,55.56,7.41,14.81,3.70,18.52,0.89,1.77,88.46,1.15,30.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,29.63,37.04,29.63,3.70,0.00,0,1,4.00,16.00,76.00,4.00,0.00,0.00,0.00,0.00
13-04-7117-46,Colegio Integral Empresarial Cuilquense Por Madurez,Cabecera Municipal,Huehuetenango,Cuilco,Privado,Urbana,Fin De Semana,Doble,21,0.00,13.79,17.65,20.83,15.79,19.05,9.52,9.52,80.95,42.86,38.10,32.32,28.60,36.61,53.90,54.52,43.89,52.25,52.60,42.92,52.79,54.98,45.87,48.21,52.38,39.88,0.00,0.00,0.00,16.67,31.58,52.38,19.05,33.33,47.62,38.10,9.52,9.01,6.90,17.53,37.24,41.75,32.23,36.16,41.31,30.79,39.97,43.89,35.71,54.34,53.11,53.97,0.00,95.24,0.00,0.00,4.76,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,28.57,30.00,33.33,20.76,57.14,4.76,9.52,0.00,28.57,66.67,0.00,4.76,4.76,23.81,2.30,1.73,85.71,1.38,5.00,5.00,5.00,35.00,15.00,15.00,0.00,20.00,5.00,65.00,25.00,5.00,0.00,0,1,0.00,4.76,0.00,38.10,14.29,14.29,0.00,28.57
13-04-7123-46,Colegio Privado Mixto Jose Ernesto Monzon,Cabecera Municipal,Huehuetenango,Cuilco,Privado,Urbana,Fin De Semana,Doble,6,16.67,0.00,10.00,27.27,20.00,0.00,0.00,0.00,100.00,16.67,83.33,32.32,28.60,36.61,53.90,54.52,43.89,52.25,52.60,42.92,52.79,54.98,45.87,33.33,42.31,29.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,33.33,66.67,9.01,6.90,17.53,37.24,41.75,32.23,36.16,41.31,30.79,39.97,43.89,35.71,22.55,34.62,26.67,16.67,83.33,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,60.00,16.67,19.17,83.33,0.00,0.00,0.00,16.67,50.00,0.00,16.67,0.00,33.33,0.00,1.40,100.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,83.33,0.00,0.00,0.00,0,1,0.00,16.67,33.33,16.67,33.33,0.00,0.00,0.00
13-05-0027-46,Colegio Parroquial Privado Mixto Nuestro Señor De Esquipulas,Cabecera Municipal,Huehuetenango,Nentón,Privado,Urbana,Diario (Regular),Vespertina,49,26.92,16.98,8.45,6.12,20.00,14.29,4.08,10.20,85.71,36.73,48.98,32.32,28.60,22.86,53.90,54.52,43.89,52.25,52.60,42.92,49.35,50.37,42.74,45.92,46.94,41.33,7.69,9.43,2.82,5.10,5.00,2.04,0.00,2.04,97.95,36.73,61.22,9.01,6.90,3.81,37.24,41.75,32.23,36.16,41.31,30.79,35.80,40.22,29.02,33.97,37.36,26.67,40.82,59.18,0.00,0.00,0.00,0.00,0.00,32.65,67.35,0.00,0.00,0.00,0.00,0.00,93.75,29.79,25.53,18.63,53.06,12.24,10.20,10.20,14.29,34.69,10.20,6.12,10.20,38.78,0.98,1.63,93.62,1.06,20.00,4.00,12.00,60.00,0.00,4.00,0.00,0.00,26.53,57.14,14.29,0.00,2.04,0,1,8.70,0.00,21.74,69.57,0.00,0.00,0.00,0.00
13-05-0035-46,Colegio Privado Mixto Nentonense,Nenton,Huehuetenango,Nentón,Privado,Urbana,Fin De Semana,Doble,11,N/D,25.00,17.86,0.00,21.43,18.18,0.00,18.18,81.82,45.45,36.36,32.32,28.60,22.86,53.90,54.52,43.89,52.25,52.60,42.92,49.35,50.37,42.74,44.89,52.45,46.59,N/D,0.00,3.57,0.00,7.14,0.00,0.00,0.00,100.00,45.45,54.55,9.01,6.90,3.81,37.24,41.75,32.23,36.16,41.31,30.79,35.80,40.22,29.02,36.90,35.66,32.12,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,90.91,81.82,27.27,20.27,81.82,0.00,9.09,0.00,9.09,27.27,0.00,0.00,0.00,72.73,1.18,1.67,100.00,2.36,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,18.18,72.73,9.09,0.00,0.00,1,1,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
13-05-0041-46,Colegio Evangélico Mixto La Vid Verdadera,Cabecera Municipal,Huehuetenango,Nentón,Privado,Urbana,Diario (Regular),Vespertina,39,N/D,N/D,N/D,16.67,28.95,30.77,17.95,12.82,69.23,30.77,38.46,32.32,28.60,22.86,53.90,54.52,43.89,52.25,52.60,42.92,49.35,50.37,42.74,53.21,52.96,42.63,N/D,N/D,N/D,8.33,18.42,7.69,2.56,5.13,92.31,41.03,51.28,9.01,6.90,3.81,37.24,41.75,32.23,36.16,41.31,30.79,35.80,40.22,29.02,37.71,45.36,30.09,41.03,58.97,0.00,0.00,0.00,0.00,0.00,20.51,79.49,0.00,0.00,0.00,0.00,0.00,94.87,17.95,23.08,17.77,35.90,17.95,12.82,17.94,15.38,41.03,20.51,2.56,10.26,25.64,0.97,1.49,97.44,2.38,0.00,0.00,30.77,0.00,0.00,69.23,0.00,0.00,38.46,48.72,10.26,0.00,2.56,0,1,0.00,0.00,25.64,2.56,0.00,71.79,0.00,0.00
