Codigo Departamento	Departamento	Codigo Municipio	Municipio	Nivel para indicadores	Ano	Grado	Inscritos Total	Inscritos Hombres	Inscritos Mujeres	Repitentes Total	Repitentes Hombres	Repitentes Mujeres	No promovidos Total	No promovidos Hombres	No promovidos Mujeres	Desertores Total	Desertores Hombres	Desertores Mujeres	Fracaso Escolar Total	Fracaso Escolar Mujeres	Fracaso Escolar Hombres	Tasa de Conservación Hombres	Tasa de Conservación Mujeres	Tasa de Conservación Total
13	HUEHUETENANGO	6	SAN PEDRO NECTA	PRIMARIA	2016	1	1360	664	696	48	23	25	347	172	175	7	2	5	0.26	0.26	0.26	1	0.99	0.99
13	HUEHUETENANGO	6	SAN PEDRO NECTA	PRIMARIA	2016	2	1157	600	557	215	123	92	206	121	85	5	1	4	0.18	0.16	0.2	1	0.99	1
13	HUEHUETENANGO	6	SAN PEDRO NECTA	PRIMARIA	2016	3	995	515	480	17	9	8	127	74	53	4	1	3	0.13	0.12	0.15	1	0.99	1
13	HUEHUETENANGO	6	SAN PEDRO NECTA	PRIMARIA	2016	4	836	445	391	7	6	1	102	52	50	3	1	2	0.13	0.13	0.12	1	0.99	1
13	HUEHUETENANGO	6	SAN PEDRO NECTA	PRIMARIA	2016	5	907	442	465	52	27	25	84	38	46	6	3	3	0.1	0.11	0.09	0.99	0.99	0.99
13	HUEHUETENANGO	6	SAN PEDRO NECTA	PRIMARIA	2016	6	798	445	353	22	13	9	30	15	15	5	3	2	0.04	0.05	0.04	0.99	0.99	0.99
13	HUEHUETENANGO	6	SAN PEDRO NECTA	PRIMARIA	2017	1	1478	740	738	310	159	151	350	183	167	34	17	17	0.26	0.25	0.27	0.98	0.98	0.98
13	HUEHUETENANGO	6	SAN PEDRO NECTA	PRIMARIA	2017	2	1192	596	596	169	101	68	209	111	98	11	9	2	0.18	0.17	0.2	0.98	1	0.99
13	HUEHUETENANGO	6	SAN PEDRO NECTA	PRIMARIA	2017	3	1039	532	507	95	52	43	119	73	46	18	11	7	0.13	0.1	0.16	0.98	0.99	0.98
13	HUEHUETENANGO	6	SAN PEDRO NECTA	PRIMARIA	2017	4	907	458	449	52	27	25	96	54	42	18	11	7	0.13	0.11	0.14	0.98	0.98	0.98
13	HUEHUETENANGO	6	SAN PEDRO NECTA	PRIMARIA	2017	5	743	403	340	29	16	13	67	38	29	16	9	7	0.11	0.11	0.12	0.98	0.98	0.98
13	HUEHUETENANGO	6	SAN PEDRO NECTA	PRIMARIA	2017	6	806	399	407	9	4	5	14	5	9	18	13	5	0.04	0.03	0.05	0.97	0.99	0.98
13	HUEHUETENANGO	7	JACALTENANGO	BASICO	2013	1	793	436	357	23	13	10	224	129	95	61	32	29	0.36	0.35	0.37	0.93	0.92	0.92
13	HUEHUETENANGO	7	JACALTENANGO	BASICO	2013	2	681	363	318	25	18	7	159	83	76	33	21	12	0.28	0.28	0.29	0.94	0.96	0.95
13	HUEHUETENANGO	7	JACALTENANGO	BASICO	2013	3	637	340	297	8	6	2	94	56	38	18	8	10	0.18	0.16	0.19	0.98	0.97	0.97
13	HUEHUETENANGO	7	JACALTENANGO	BASICO	2014	1	756	384	372	36	25	11	256	137	119	101	60	41	0.47	0.43	0.51	0.84	0.89	0.87
13	HUEHUETENANGO	7	JACALTENANGO	BASICO	2014	2	650	352	298	8	5	3	163	93	70	52	35	17	0.33	0.29	0.36	0.9	0.94	0.92
13	HUEHUETENANGO	7	JACALTENANGO	BASICO	2014	3	626	324	302	8	6	2	80	42	38	56	27	29	0.22	0.22	0.21	0.92	0.9	0.91
13	HUEHUETENANGO	7	JACALTENANGO	BASICO	2015	1	776	426	350	28	18	10	247	158	89	100	73	27	0.45	0.33	0.54	0.83	0.92	0.87
13	HUEHUETENANGO	7	JACALTENANGO	BASICO	2015	2	616	300	316	11	6	5	166	86	80	54	26	28	0.36	0.34	0.37	0.91	0.91	0.91
13	HUEHUETENANGO	7	JACALTENANGO	BASICO	2015	3	617	321	296	7	3	4	84	48	36	37	17	20	0.2	0.19	0.2	0.95	0.93	0.94
13	HUEHUETENANGO	7	JACALTENANGO	BASICO	2016	1	673	354	319	9	6	3	159	100	59	76	56	20	0.35	0.25	0.44	0.84	0.94	0.89
13	HUEHUETENANGO	7	JACALTENANGO	BASICO	2016	2	635	325	310	20	12	8	142	74	68	45	31	14	0.29	0.26	0.32	0.9	0.95	0.93
13	HUEHUETENANGO	7	JACALTENANGO	BASICO	2016	3	535	255	280	0	0	0	57	33	24	37	20	17	0.18	0.15	0.21	0.92	0.94	0.93
13	HUEHUETENANGO	7	JACALTENANGO	BASICO	2017	1	606	326	280	25	17	8	165	96	69	53	37	16	0.36	0.3	0.41	0.89	0.94	0.91
13	HUEHUETENANGO	7	JACALTENANGO	BASICO	2017	2	581	281	300	24	14	10	146	86	60	28	18	10	0.3	0.23	0.37	0.94	0.97	0.95
13	HUEHUETENANGO	7	JACALTENANGO	BASICO	2017	3	542	266	276	9	7	2	87	46	41	19	10	9	0.2	0.18	0.21	0.96	0.97	0.96
13	HUEHUETENANGO	7	JACALTENANGO	DIVERSIFICADO	2013	4	524	277	247	0	0	0	166	98	68	-13	-8	-5	0.29	0.26	0.32	1.03	1.02	1.02
13	HUEHUETENANGO	7	JACALTENANGO	DIVERSIFICADO	2013	5	555	315	240	1	1	0	108	63	45	-3	0	-3	0.19	0.18	0.2	1	1.01	1.01
13	HUEHUETENANGO	7	JACALTENANGO	DIVERSIFICADO	2013	6	378	204	174	4	4	0	31	21	10	2	0	2	0.09	0.07	0.1	1	0.99	0.99
13	HUEHUETENANGO	7	JACALTENANGO	DIVERSIFICADO	2014	4	473	270	203	5	5	0	113	71	42	16	16	0	0.27	0.21	0.32	0.94	1	0.97
13	HUEHUETENANGO	7	JACALTENANGO	DIVERSIFICADO	2014	5	509	266	243	0	0	0	62	44	18	-3	1	-4	0.12	0.06	0.17	1	1.02	1.01
13	HUEHUETENANGO	7	JACALTENANGO	DIVERSIFICADO	2014	6	491	279	212	1	1	0	16	7	9	3	5	-2	0.04	0.03	0.04	0.98	1.01	0.99
13	HUEHUETENANGO	7	JACALTENANGO	DIVERSIFICADO	2015	4	513	276	237	3	2	1	165	97	68	40	28	12	0.4	0.34	0.45	0.9	0.95	0.92
13	HUEHUETENANGO	7	JACALTENANGO	DIVERSIFICADO	2015	5	461	252	209	6	6	0	111	69	42	24	17	7	0.29	0.23	0.34	0.93	0.97	0.95
13	HUEHUETENANGO	7	JACALTENANGO	DIVERSIFICADO	2015	6	307	150	157	1	1	0	4	3	1	6	3	3	0.03	0.03	0.04	0.98	0.98	0.98
13	HUEHUETENANGO	7	JACALTENANGO	DIVERSIFICADO	2016	4	503	277	226	6	5	1	135	85	50	58	32	26	0.38	0.34	0.42	0.88	0.88	0.88
13	HUEHUETENANGO	7	JACALTENANGO	DIVERSIFICADO	2016	5	498	263	235	5	4	1	79	60	19	42	25	17	0.24	0.15	0.32	0.9	0.93	0.92
13	HUEHUETENANGO	7	JACALTENANGO	DIVERSIFICADO	2016	6	233	124	109	2	2	0	7	6	1	7	5	2	0.06	0.03	0.09	0.96	0.98	0.97
13	HUEHUETENANGO	7	JACALTENANGO	DIVERSIFICADO	2017	4	476	230	246	9	7	2	96	53	43	54	27	27	0.32	0.28	0.35	0.88	0.89	0.89
13	HUEHUETENANGO	7	JACALTENANGO	DIVERSIFICADO	2017	5	434	240	194	9	7	2	30	17	13	15	12	3	0.1	0.08	0.12	0.95	0.98	0.97
13	HUEHUETENANGO	7	JACALTENANGO	DIVERSIFICADO	2017	6	251	131	120	1	1	0	9	6	3	7	4	3	0.06	0.05	0.08	0.97	0.98	0.97
13	HUEHUETENANGO	7	JACALTENANGO	PREPRIMARIA	2013	1	7	3	4	0	0	0	0	0	0	7	3	4	1	1	1	0	0	0
13	HUEHUETENANGO	7	JACALTENANGO	PREPRIMARIA	2013	4	19	7	12	0	0	0	0	0	0	1	-1	2	0.05	0.17	-0.14	1.14	0.83	0.95
13	HUEHUETENANGO	7	JACALTENANGO	PREPRIMARIA	2013	5	248	132	116	0	0	0	0	0	0	-55	-22	-33	-0.22	-0.28	-0.17	1.17	1.28	1.22
13	HUEHUETENANGO	7	JACALTENANGO	PREPRIMARIA	2013	6	299	134	165	0	0	0	0	0	0	-577	-278	-299	-1.93	-1.81	-2.07	3.07	2.81	2.93
13	HUEHUETENANGO	7	JACALTENANGO	PREPRIMARIA	2013	9	661	314	347	0	0	0	0	0	0	661	314	347	1	1	1	0	0	0
13	HUEHUETENANGO	7	JACALTENANGO	PREPRIMARIA	2014	2	10	6	4	0	0	0	0	0	0	10	6	4	1	1	1	0	0	0
13	HUEHUETENANGO	7	JACALTENANGO	PREPRIMARIA	2014	4	54	21	33	0	0	0	0	0	0	9	4	5	0.17	0.15	0.19	0.81	0.85	0.83
13	HUEHUETENANGO	7	JACALTENANGO	PREPRIMARIA	2014	5	402	222	180	0	0	0	0	0	0	19	12	7	0.05	0.04	0.05	0.95	0.96	0.95
13	HUEHUETENANGO	7	JACALTENANGO	PREPRIMARIA	2014	6	871	454	417	0	0	0	0	0	0	9	7	2	0.01	0	0.02	0.98	1	0.99
13	HUEHUETENANGO	7	JACALTENANGO	PREPRIMARIA	2015	3	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
13	HUEHUETENANGO	7	JACALTENANGO	PREPRIMARIA	2015	4	44	20	24	0	0	0	0	0	0	1	0	1	0.02	0.04	0	1	0.96	0.98
13	HUEHUETENANGO	7	JACALTENANGO	PREPRIMARIA	2015	5	459	225	234	0	0	0	0	0	0	8	4	4	0.02	0.02	0.02	0.98	0.98	0.98
13	HUEHUETENANGO	7	JACALTENANGO	PREPRIMARIA	2015	6	858	442	416	0	0	0	0	0	0	15	7	8	0.02	0.02	0.02	0.98	0.98	0.98
13	HUEHUETENANGO	7	JACALTENANGO	PREPRIMARIA	2016	3	3	1	2	0	0	0	0	0	0	1	1	0	0.33	0	1	0	1	0.67
13	HUEHUETENANGO	7	JACALTENANGO	PREPRIMARIA	2016	4	38	15	23	0	0	0	0	0	0	3	1	2	0.08	0.09	0.07	0.93	0.91	0.92
13	HUEHUETENANGO	7	JACALTENANGO	PREPRIMARIA	2016	5	386	192	194	0	0	0	0	0	0	9	5	4	0.02	0.02	0.03	0.97	0.98	0.98
13	HUEHUETENANGO	7	JACALTENANGO	PREPRIMARIA	2016	6	899	455	444	0	0	0	0	0	0	9	5	4	0.01	0.01	0.01	0.99	0.99	0.99
13	HUEHUETENANGO	7	JACALTENANGO	PREPRIMARIA	2017	2	7	0	7	0	0	0	0	0	0	0	0	0	0	0	#DIV/0	#DIV/0	1	1
13	HUEHUETENANGO	7	JACALTENANGO	PREPRIMARIA	2017	3	5	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
13	HUEHUETENANGO	7	JACALTENANGO	PREPRIMARIA	2017	4	65	32	33	0	0	0	0	0	0	15	8	7	0.23	0.21	0.25	0.75	0.79	0.77
13	HUEHUETENANGO	7	JACALTENANGO	PREPRIMARIA	2017	5	558	264	294	0	0	0	0	0	0	19	6	13	0.03	0.04	0.02	0.98	0.96	0.97
13	HUEHUETENANGO	7	JACALTENANGO	PREPRIMARIA	2017	6	906	445	461	0	0	0	0	0	0	12	6	6	0.01	0.01	0.01	0.99	0.99	0.99
13	HUEHUETENANGO	7	JACALTENANGO	PRIMARIA	2013	1	1186	585	601	288	159	129	280	149	131	45	26	19	0.27	0.25	0.3	0.96	0.97	0.96
13	HUEHUETENANGO	7	JACALTENANGO	PRIMARIA	2013	2	1105	602	503	207	128	79	175	108	67	17	13	4	0.17	0.14	0.2	0.98	0.99	0.98
13	HUEHUETENANGO	7	JACALTENANGO	PRIMARIA	2013	3	1173	608	565	133	83	50	140	84	56	36	23	13	0.15	0.12	0.18	0.96	0.98	0.97
13	HUEHUETENANGO	7	JACALTENANGO	PRIMARIA	2013	4	1194	611	583	79	41	38	140	85	55	40	21	19	0.15	0.13	0.17	0.97	0.97	0.97
13	HUEHUETENANGO	7	JACALTENANGO	PRIMARIA	2013	5	1137	584	553	49	31	18	76	49	27	36	20	16	0.1	0.08	0.12	0.97	0.97	0.97
13	HUEHUETENANGO	7	JACALTENANGO	PRIMARIA	2013	6	1090	543	547	6	4	2	21	13	8	24	10	14	0.04	0.04	0.04	0.98	0.97	0.98
13	HUEHUETENANGO	7	JACALTENANGO	PRIMARIA	2014	1	1298	647	651	262	148	114	253	151	102	62	36	26	0.24	0.2	0.29	0.94	0.96	0.95
13	HUEHUETENANGO	7	JACALTENANGO	PRIMARIA	2014	2	1059	530	529	154	88	66	227	121	106	38	21	17	0.25	0.23	0.27	0.96	0.97	0.96
13	HUEHUETENANGO	7	JACALTENANGO	PRIMARIA	2014	3	1073	577	496	107	64	43	174	109	65	41	17	24	0.2	0.18	0.22	0.97	0.95	0.96
13	HUEHUETENANGO	7	JACALTENANGO	PRIMARIA	2014	4	1098	573	525	88	61	27	122	67	55	46	29	17	0.15	0.14	0.17	0.95	0.97	0.96
13	HUEHUETENANGO	7	JACALTENANGO	PRIMARIA	2014	5	1031	520	511	42	26	16	96	55	41	29	13	16	0.12	0.11	0.13	0.98	0.97	0.97
13	HUEHUETENANGO	7	JACALTENANGO	PRIMARIA	2014	6	1091	561	530	11	8	3	24	16	8	31	13	18	0.05	0.05	0.05	0.98	0.97	0.97
13	HUEHUETENANGO	7	JACALTENANGO	PRIMARIA	2015	1	1241	664	577	234	137	97	288	159	129	65	39	26	0.28	0.27	0.3	0.94	0.95	0.95
13	HUEHUETENANGO	7	JACALTENANGO	PRIMARIA	2015	2	1199	578	621	203	110	93	196	107	89	41	20	21	0.2	0.18	0.22	0.97	0.97	0.97
13	HUEHUETENANGO	7	JACALTENANGO	PRIMARIA	2015	3	973	508	465	150	98	52	139	97	42	30	18	12	0.17	0.12	0.23	0.96	0.97	0.97
13	HUEHUETENANGO	7	JACALTENANGO	PRIMARIA	2015	4	924	502	422	67	46	21	126	75	51	41	24	17	0.18	0.16	0.2	0.95	0.96	0.96
13	HUEHUETENANGO	7	JACALTENANGO	PRIMARIA	2015	5	942	490	452	27	19	8	66	44	22	32	18	14	0.1	0.08	0.13	0.96	0.97	0.97
13	HUEHUETENANGO	7	JACALTENANGO	PRIMARIA	2015	6	994	512	482	14	9	5	14	13	1	19	8	11	0.03	0.02	0.04	0.98	0.98	0.98
13	HUEHUETENANGO	7	JACALTENANGO	PRIMARIA	2016	1	1277	673	604	77	55	22	283	165	118	76	38	38	0.28	0.26	0.3	0.94	0.94	0.94
13	HUEHUETENANGO	7	JACALTENANGO	PRIMARIA	2016	2	1101	588	513	181	99	82	173	115	58	66	38	28	0.22	0.17	0.26	0.94	0.95	0.94
13	HUEHUETENANGO	7	JACALTENANGO	PRIMARIA	2016	3	1087	540	547	37	24	13	131	75	56	51	27	24	0.17	0.15	0.19	0.95	0.96	0.95
13	HUEHUETENANGO	7	JACALTENANGO	PRIMARIA	2016	4	886	435	451	5	4	1	80	47	33	36	17	19	0.13	0.12	0.15	0.96	0.96	0.96
13	HUEHUETENANGO	7	JACALTENANGO	PRIMARIA	2016	5	744	393	351	42	32	10	71	41	30	38	23	15	0.15	0.13	0.16	0.94	0.96	0.95
13	HUEHUETENANGO	7	JACALTENANGO	PRIMARIA	2016	6	935	488	447	34	23	11	16	12	4	38	18	20	0.06	0.05	0.06	0.96	0.96	0.96
13	HUEHUETENANGO	7	JACALTENANGO	PRIMARIA	2017	1	1345	694	651	263	149	114	248	129	119	64	39	25	0.23	0.22	0.24	0.94	0.96	0.95
13	HUEHUETENANGO	7	JACALTENANGO	PRIMARIA	2017	2	1103	584	519	143	94	49	174	105	69	36	20	16	0.19	0.16	0.21	0.97	0.97	0.97
13	HUEHUETENANGO	7	JACALTENANGO	PRIMARIA	2017	3	990	513	477	114	70	44	122	78	44	29	11	18	0.15	0.13	0.17	0.98	0.96	0.97
13	HUEHUETENANGO	7	JACALTENANGO	PRIMARIA	2017	4	935	455	480	43	25	18	84	44	40	25	11	14	0.12	0.11	0.12	0.98	0.97	0.97
13	HUEHUETENANGO	7	JACALTENANGO	PRIMARIA	2017	5	794	379	415	30	17	13	61	40	21	37	16	21	0.12	0.1	0.15	0.96	0.95	0.95
13	HUEHUETENANGO	7	JACALTENANGO	PRIMARIA	2017	6	703	368	335	18	11	7	18	8	10	15	8	7	0.05	0.05	0.04	0.98	0.98	0.98
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	BASICO	2013	1	644	354	290	67	36	31	272	163	109	148	91	57	0.65	0.57	0.72	0.74	0.8	0.77
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	BASICO	2013	2	407	236	171	28	23	5	176	102	74	-17	0	-17	0.39	0.33	0.43	1	1.1	1.04
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	BASICO	2013	3	388	209	179	14	12	2	85	48	37	32	17	15	0.3	0.29	0.31	0.92	0.92	0.92
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	BASICO	2014	1	705	421	284	71	52	19	273	181	92	162	102	60	0.62	0.54	0.67	0.76	0.79	0.77
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	BASICO	2014	2	376	190	186	13	8	5	140	82	58	16	10	6	0.41	0.34	0.48	0.95	0.97	0.96
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	BASICO	2014	3	396	213	183	5	2	3	93	55	38	44	20	24	0.35	0.34	0.35	0.91	0.87	0.89
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	BASICO	2015	1	637	365	272	65	49	16	242	153	89	89	56	33	0.52	0.45	0.57	0.85	0.88	0.86
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	BASICO	2015	2	438	236	202	13	10	3	154	98	56	29	22	7	0.42	0.31	0.51	0.91	0.97	0.93
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	BASICO	2015	3	331	162	169	14	9	5	50	24	26	33	20	13	0.25	0.23	0.27	0.88	0.92	0.9
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	BASICO	2016	1	579	309	270	15	11	4	205	132	73	63	38	25	0.46	0.36	0.55	0.88	0.91	0.89
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	BASICO	2016	2	467	254	213	40	29	11	136	86	50	40	29	11	0.38	0.29	0.45	0.89	0.95	0.91
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	BASICO	2016	3	372	188	184	1	0	1	64	40	24	34	21	13	0.26	0.2	0.32	0.89	0.93	0.91
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	BASICO	2017	1	625	339	286	29	18	11	243	160	83	54	29	25	0.48	0.38	0.56	0.91	0.91	0.91
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	BASICO	2017	2	443	217	226	8	3	5	114	69	45	35	16	19	0.34	0.28	0.39	0.93	0.92	0.92
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	BASICO	2017	3	369	184	185	5	4	1	67	34	33	20	13	7	0.24	0.22	0.26	0.93	0.96	0.95
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	DIVERSIFICADO	2013	4	221	105	116	0	0	0	40	23	17	57	25	32	0.44	0.42	0.46	0.76	0.72	0.74
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	DIVERSIFICADO	2013	5	160	74	86	1	1	0	54	22	32	-45	-17	-28	0.06	0.05	0.07	1.23	1.33	1.28
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	DIVERSIFICADO	2013	6	165	81	84	3	2	1	6	4	2	8	2	6	0.08	0.1	0.07	0.98	0.93	0.95
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	DIVERSIFICADO	2014	4	192	86	106	0	0	0	30	11	19	21	11	10	0.27	0.27	0.26	0.87	0.91	0.89
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	DIVERSIFICADO	2014	5	200	93	107	0	0	0	17	11	6	13	8	5	0.15	0.1	0.2	0.91	0.95	0.94
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	DIVERSIFICADO	2014	6	168	80	88	1	1	0	4	4	0	0	0	0	0.02	0	0.05	1	1	1
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	DIVERSIFICADO	2015	4	218	107	111	0	0	0	33	15	18	18	8	10	0.23	0.25	0.21	0.93	0.91	0.92
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	DIVERSIFICADO	2015	5	194	91	103	1	1	0	16	9	7	19	10	9	0.18	0.16	0.21	0.89	0.91	0.9
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	DIVERSIFICADO	2015	6	88	42	46	1	0	1	1	1	0	0	0	0	0.01	0	0.02	1	1	1
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	DIVERSIFICADO	2016	4	226	95	131	7	4	3	36	20	16	31	14	17	0.3	0.25	0.36	0.85	0.87	0.86
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	DIVERSIFICADO	2016	5	205	98	107	1	1	0	10	7	3	8	4	4	0.09	0.07	0.11	0.96	0.96	0.96
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	DIVERSIFICADO	2016	6	99	46	53	0	0	0	7	7	0	4	3	1	0.11	0.02	0.22	0.93	0.98	0.96
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	DIVERSIFICADO	2017	4	238	98	140	0	0	0	40	22	18	20	7	13	0.25	0.22	0.3	0.93	0.91	0.92
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	DIVERSIFICADO	2017	5	191	84	107	0	0	0	9	7	2	2	1	1	0.06	0.03	0.1	0.99	0.99	0.99
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	DIVERSIFICADO	2017	6	90	48	42	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PREPRIMARIA	2013	3	18	8	10	0	0	0	0	0	0	18	8	10	1	1	1	0	0	0
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PREPRIMARIA	2013	4	36	20	16	0	0	0	0	0	0	-16	-4	-12	-0.44	-0.75	-0.2	1.2	1.75	1.44
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PREPRIMARIA	2013	5	38	21	17	0	0	0	0	0	0	-12	-6	-6	-0.32	-0.35	-0.29	1.29	1.35	1.32
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PREPRIMARIA	2013	6	154	85	69	0	0	0	0	0	0	-1005	-506	-499	-6.53	-7.23	-5.95	6.95	8.23	7.53
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PREPRIMARIA	2013	9	1073	542	531	0	0	0	0	0	0	1073	542	531	1	1	1	0	0	0
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PREPRIMARIA	2014	3	19	8	11	0	0	0	0	0	0	19	8	11	1	1	1	0	0	0
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PREPRIMARIA	2014	4	45	26	19	0	0	0	0	0	0	18	6	12	0.4	0.63	0.23	0.77	0.37	0.6
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PREPRIMARIA	2014	5	54	32	22	0	0	0	0	0	0	-14	-6	-8	-0.26	-0.36	-0.19	1.19	1.36	1.26
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PREPRIMARIA	2014	6	1308	657	651	0	0	0	0	0	0	100	53	47	0.08	0.07	0.08	0.92	0.93	0.92
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PREPRIMARIA	2015	3	9	5	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PREPRIMARIA	2015	5	65	40	25	0	0	0	0	0	0	14	8	6	0.22	0.24	0.2	0.8	0.76	0.78
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PREPRIMARIA	2015	6	1335	687	648	0	0	0	0	0	0	88	53	35	0.07	0.05	0.08	0.92	0.95	0.93
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PREPRIMARIA	2016	5	52	24	28	0	0	0	0	0	0	8	2	6	0.15	0.21	0.08	0.92	0.79	0.85
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PREPRIMARIA	2016	6	1284	603	681	0	0	0	0	0	0	63	34	29	0.05	0.04	0.06	0.94	0.96	0.95
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PREPRIMARIA	2017	4	1	1	0	0	0	0	0	0	0	0	0	0	0	#DIV/0	0	1	#DIV/0	1
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PREPRIMARIA	2017	5	97	48	49	0	0	0	0	0	0	7	2	5	0.07	0.1	0.04	0.96	0.9	0.93
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PREPRIMARIA	2017	6	1413	699	714	0	0	0	0	0	0	60	35	25	0.04	0.04	0.05	0.95	0.96	0.96
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PRIMARIA	2013	1	1931	993	938	559	292	267	535	286	249	180	95	85	0.37	0.36	0.38	0.9	0.91	0.91
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PRIMARIA	2013	2	2116	1096	1020	449	236	213	483	274	209	117	65	52	0.28	0.26	0.31	0.94	0.95	0.94
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PRIMARIA	2013	3	1931	998	933	307	188	119	367	216	151	115	65	50	0.25	0.22	0.28	0.93	0.95	0.94
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PRIMARIA	2013	4	1626	905	721	192	128	64	262	163	99	110	62	48	0.23	0.2	0.25	0.93	0.93	0.93
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PRIMARIA	2013	5	1272	664	608	66	44	22	118	76	42	60	36	24	0.14	0.11	0.17	0.95	0.96	0.95
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PRIMARIA	2013	6	1166	624	542	24	17	7	42	25	17	44	17	27	0.07	0.08	0.07	0.97	0.95	0.96
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PRIMARIA	2014	1	2120	1115	1005	473	260	213	550	304	246	207	121	86	0.36	0.33	0.38	0.89	0.91	0.9
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PRIMARIA	2014	2	1723	913	810	383	224	159	384	217	167	122	76	46	0.29	0.26	0.32	0.92	0.94	0.93
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PRIMARIA	2014	3	1917	989	928	292	178	114	337	192	145	147	83	64	0.25	0.23	0.28	0.92	0.93	0.92
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PRIMARIA	2014	4	1632	835	797	202	117	85	236	133	103	115	66	49	0.22	0.19	0.24	0.92	0.94	0.93
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PRIMARIA	2014	5	1256	693	563	57	37	20	134	85	49	61	36	25	0.16	0.13	0.17	0.95	0.96	0.95
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PRIMARIA	2014	6	1183	601	582	36	20	16	45	25	20	59	33	26	0.09	0.08	0.1	0.95	0.96	0.95
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PRIMARIA	2015	1	2190	1130	1060	487	274	213	546	289	257	178	91	87	0.33	0.32	0.34	0.92	0.92	0.92
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PRIMARIA	2015	2	1729	899	830	325	187	138	419	251	168	99	44	55	0.3	0.27	0.33	0.95	0.93	0.94
13	HUEHUETENANGO	8	SAN PEDRO SOLOMA	PRIMARIA	2015	3	1568	826	742	268	156	112	306	171	135	115	65	50	0.27	0.25	0.29	0.92	0.93	0.93
